3023,3023,Other Famous Chicago Landmarks,220,2,,442,5,,Soldier Field Aerials,51,1707,51
4107,4107,2013 Blackhawks Stanley Cup Champions,359,3,,445,6,,Soldier Field Panoramas,52,1709,52
4121,4121,Blackhawks Banner Raising,#N/A,3,,452,5,,State Street,53,1720,53
BW06,bw06,Black & White Wrigley Field,392,3,,544,73,,Sunset & Dusk Panoramas,54,1722,54
BW44,bw44,Black & White Chicago - Vertical,465,2,,26,6,,Tall Ships Chicago 2010,55,1734,55
BW52,bw52,Black & White Chicago - Horizontal,470,2,,220,5,,Top 10 of 2014,56,1743,56
2815,2815,Wrigley Field,165,3,,359,6,,Top Christmas Gifts,57,1745,57
4060,4060,Buckingham Fountain,321,2,,392,6,,Trump Tower Chicago,58,1752,58
4081,4081,Soldier Field,337,3,,465,5,,Us Cellular Field,59,1810,59
NDPan,ndpan,Notre Dame Football,638,4,,470,5,,Vintage Chicago Skyline,60,1849,60
NDSer,ndser,Notre Dame Football,#N/A,4,,165,6,,Vintage Chicago Sports,61,1861,61
pan1,pan1,Sunset & Dusk Panoramas,639,,,321,5,,Wrigley Building,62,1864,62
pan100s,pan100s,2010 Blackhawks Championship,640,,,337,6,,Wrigley Field,63,1866,63
pan44s,pan44s,2005 White Sox Championship,673,,,638,73,,Wrigley Field Aerials,64,1875,64
pan74,pan74,Chicago Sunset & Dusk Panoramas,694,,,,,,Wrigley Field Panoramas,65,1883,65
panbw2,panbw2,Best Sellers - Chicago Skyline,712,,,,,,Yankee Stadium,66,1900,66
vint16,vint16,Chicago Street Cars,724,,,,,,Oceanic Views,67,1905,67
vint27,vint27,Vintage Chicago - Historic Photos,735,,,,,,Rocky Landscapes,68,1921,68
YankSer,yankser,Yankee Stadium,#N/A,,,,,,Seascapes,69,1929,69
1070,1070,Chicago Bears Players,14,,,,,,Black & White Nature,70,1929,70
1424,1424,Chicago Cityscape,20,,,,,,December,71,1935,71
1532,1532,Comiskey Park,29,,,,,,March,72,2008,72
1536,1536,Chicago Water Tower,31,,,,,,,,2009,73
1545,1545,Chicago Cityscape,32,,,,,,,,2010,74
2159,2159,Big Ten College Stadiums,84,,,,,,,,2011,75
2169,2169,Old Chicago Stadium,85,,,,,,,,2020,76
2236,2236,Notre Dame Football,100,,,,,,,,2029,77
,,,,,,,,,,,2035,78
,,,,,,,,,,,2042,79
2238,2238,Notre Dame Football,101,,,,,,,,2068,80
260,260,Horizontal Images - Chicago Black & White,2,,,,,,,,2080,81
2963,2963,Chicago Aerial Views,212,,,,,,,,2095,82
3059,3059,Downtown Chicago Skyline,237,,,,,,,,2130,83
4005,4005,Chicago Cityscape,273,,,,,,,,2159,84
4061,4061,Buckingham Fountain,322,,,,,,,,2169,85
4084,4084,Chicago Cityscape,340,,,,,,,,2172,86
4117,4117,2013 Blackhawks Stanley Cup Champions,369,,,,,,,,2185,87
A2,a2,Vintage Chicago Sports,384,,,,,,,,2187,88
A4,a4,Vintage Chicago Sports,386,,,,,,,,2191,89
bw112,bw112,Black & White Chicago - Vertical,408,,,,,,,,2199,90
BW25,bw25,Black & White Chicago - Vertical,446,,,,,,,,2204,91
bw31,bw31,Black & White Chicago - Vertical,454,,,,,,,,2209,92
dmh144,dmh144,Black & White Boston Photos,545,,,,,,,,2210,93
pan36s,pan36s,Comiskey Park,665,,,,,,,,2222,94
panbw15s,panbw15s,Black & White Wrigley Field,706,,,,,,,,2223,95
panbw2,panbw2,Top Sellers - Chicago Skyline,712,,,,,,,,2224,96
vint30,vint30,Soldier Field,739,,,,,,,,2225,97
vint37,vint37,Vintage Chicago - Historic Photos,746,,,,,,,,2226,98
1071,1071,Chicago Bears Players,15,,,,,,,,2227,99
1446,1446,Michael Jordan,22,,,,,,,,2236,100
,,,,,,,,,,,2238,101
,,,,,,,,,,,2239,102
Day Index,,Quantity,,,,,,,,,2264,103
1/1/11,,0,,,,,,,,,2295,104
1/2/11,,0,,,,,,,,,2302,105
1/3/11,,0,,,,,,,,,2313,106
1/4/11,,0,,,,,,,,,2345,107
1/5/11,,0,,,,,,,,,2375,108
1/6/11,,0,,,,,,,,,2395,109
1/7/11,,0,,,,,,,,,2417,110
1/8/11,,0,,,,,,,,,2418,111
1/9/11,,0,,,,,,,,,2424,112
1/10/11,,0,,,,,,,,,2426,113
1/11/11,,0,,,,,,,,,2427,114
1/12/11,,0,,,,,,,,,2428,115
1/13/11,,0,,,,,,,,,2429,116
1/14/11,,0,,,,,,,,,2481,117
1/15/11,,0,,,,,,,,,2487,118
1/16/11,,0,,,,,,,,,2491,119
1/17/11,,0,,,,,,,,,2492,120
1/18/11,,0,,,,,,,,,2531,121
1/19/11,,0,,,,,,,,,2534,122
1/20/11,,0,,,,,,,,,2539,123
1/21/11,,0,,,,,,,,,2544,124
1/22/11,,0,,,,,,,,,2551,125
1/23/11,,0,,,,,,,,,2565,126
1/24/11,,0,,,,,,,,,2571,127
1/25/11,,0,,,,,,,,,2594,128
1/26/11,,0,,,,,,,,,2600,129
1/27/11,,0,,,,,,,,,2601,130
1/28/11,,0,,,,,,,,,2603,131
1/29/11,,0,,,,,,,,,2612,132
1/30/11,,0,,,,,,,,,2614,133
1/31/11,,0,,,,,,,,,2615,134
2/1/11,,0,,,,,,,,,2616,135
2/2/11,,0,,,,,,,,,2624,136
2/3/11,,0,,,,,,,,,2648,137
2/4/11,,0,,,,,,,,,2649,138
2/5/11,,0,,,,,,,,,2650,139
2/6/11,,0,,,,,,,,,2651,140
2/7/11,,0,,,,,,,,,2652,141
2/8/11,,0,,,,,,,,,2655,142
2/9/11,,0,,,,,,,,,2672,143
2/10/11,,0,,,,,,,,,2688,144
2/11/11,,0,,,,,,,,,2719,145
2/12/11,,0,,,,,,,,,2755,146
2/13/11,,0,,,,,,,,,2756,147
2/14/11,,0,,,,,,,,,2761,148
2/15/11,,0,,,,,,,,,2764,149
2/16/11,,0,,,,,,,,,2765,150
2/17/11,,0,,,,,,,,,2778,151
2/18/11,,0,,,,,,,,,2782,152
2/19/11,,0,,,,,,,,,2783,153
2/20/11,,0,,,,,,,,,2787,154
2/21/11,,0,,,,,,,,,2794,155
2/22/11,,0,,,,,,,,,2801,156
2/23/11,,0,,,,,,,,,2802,157
2/24/11,,0,,,,,,,,,2803,158
2/25/11,,0,,,,,,,,,2805,159
2/26/11,,0,,,,,,,,,2806,160
2/27/11,,0,,,,,,,,,2807,161
2/28/11,,0,,,,,,,,,2808,162
3/1/11,,0,,,,,,,,,2813,163
3/2/11,,0,,,,,,,,,2814,164
3/3/11,,0,,,,,,,,,2815,165
3/4/11,,0,,,,,,,,,2817,166
3/5/11,,0,,,,,,,,,2818,167
3/6/11,,0,,,,,,,,,2828,168
3/7/11,,0,,,,,,,,,2837,169
3/8/11,,0,,,,,,,,,2842,170
3/9/11,,0,,,,,,,,,2845,171
3/10/11,,0,,,,,,,,,2846,172
3/11/11,,0,,,,,,,,,2852,173
3/12/11,,0,,,,,,,,,2853,174
3/13/11,,0,,,,,,,,,2857,175
3/14/11,,0,,,,,,,,,2859,176
3/15/11,,0,,,,,,,,,2864,177
3/16/11,,0,,,,,,,,,2865,178
3/17/11,,0,,,,,,,,,2866,179
3/18/11,,0,,,,,,,,,2875,180
3/19/11,,0,,,,,,,,,2878,181
3/20/11,,0,,,,,,,,,2879,182
3/21/11,,0,,,,,,,,,2880,183
3/22/11,,0,,,,,,,,,2883,184
3/23/11,,0,,,,,,,,,2884,185
3/24/11,,0,,,,,,,,,2898,186
3/25/11,,0,,,,,,,,,2899,187
3/26/11,,0,,,,,,,,,2900,188
3/27/11,,0,,,,,,,,,2901,189
3/28/11,,0,,,,,,,,,2904,190
3/29/11,,0,,,,,,,,,2905,191
3/30/11,,0,,,,,,,,,2907,192
3/31/11,,0,,,,,,,,,2910,193
4/1/11,,0,,,,,,,,,2911,194
4/2/11,,0,,,,,,,,,2919,195
4/3/11,,0,,,,,,,,,2920,196
4/4/11,,0,,,,,,,,,2921,197
4/5/11,,0,,,,,,,,,2923,198
4/6/11,,0,,,,,,,,,2924,199
4/7/11,,0,,,,,,,,,2926,200
4/8/11,,0,,,,,,,,,2927,201
4/9/11,,0,,,,,,,,,2928,202
4/10/11,,0,,,,,,,,,2930,203
4/11/11,,0,,,,,,,,,2935,204
4/12/11,,0,,,,,,,,,2937,205
4/13/11,,0,,,,,,,,,2945,206
4/14/11,,0,,,,,,,,,2946,207
4/15/11,,0,,,,,,,,,2952,208
4/16/11,,0,,,,,,,,,2953,209
4/17/11,,0,,,,,,,,,2958,210
4/18/11,,0,,,,,,,,,2961,211
4/19/11,,0,,,,,,,,,2963,212
4/20/11,,0,,,,,,,,,2979,213
4/21/11,,0,,,,,,,,,2983,214
4/22/11,,0,,,,,,,,,2989,215
4/23/11,,0,,,,,,,,,3005,216
4/24/11,,0,,,,,,,,,3006,217
4/25/11,,0,,,,,,,,,3008,218
4/26/11,,0,,,,,,,,,3014,219
4/27/11,,0,,,,,,,,,3023,220
4/28/11,,0,,,,,,,,,3024,221
4/29/11,,0,,,,,,,,,3025,222
4/30/11,,0,,,,,,,,,3026,223
5/1/11,,0,,,,,,,,,3030,224
5/2/11,,0,,,,,,,,,3031,225
5/3/11,,0,,,,,,,,,3032,226
5/4/11,,0,,,,,,,,,3033,227
5/5/11,,0,,,,,,,,,3034,228
5/6/11,,0,,,,,,,,,3037,229
5/7/11,,0,,,,,,,,,3038,230
5/8/11,,0,,,,,,,,,3040,231
5/9/11,,0,,,,,,,,,3047,232
5/10/11,,0,,,,,,,,,3048,233
5/11/11,,0,,,,,,,,,3050,234
5/12/11,,0,,,,,,,,,3051,235
5/13/11,,0,,,,,,,,,3055,236
5/14/11,,0,,,,,,,,,3059,237
5/15/11,,0,,,,,,,,,3060,238
5/16/11,,0,,,,,,,,,3062,239
5/17/11,,0,,,,,,,,,3063,240
5/18/11,,0,,,,,,,,,3064,241
5/19/11,,0,,,,,,,,,3065,242
5/20/11,,0,,,,,,,,,3066,243
5/21/11,,0,,,,,,,,,3067,244
5/22/11,,0,,,,,,,,,3068,245
5/23/11,,0,,,,,,,,,3070,246
5/24/11,,0,,,,,,,,,3071,247
5/25/11,,0,,,,,,,,,3072,248
5/26/11,,0,,,,,,,,,3073,249
5/27/11,,0,,,,,,,,,3074,250
5/28/11,,0,,,,,,,,,3077,251
5/29/11,,0,,,,,,,,,3079,252
5/30/11,,0,,,,,,,,,3080,253
5/31/11,,0,,,,,,,,,3081,254
6/1/11,,0,,,,,,,,,3082,255
6/2/11,,0,,,,,,,,,3084,256
6/3/11,,0,,,,,,,,,3085,257
6/4/11,,0,,,,,,,,,3087,258
6/5/11,,0,,,,,,,,,3089,259
6/6/11,,0,,,,,,,,,3090,260
6/7/11,,0,,,,,,,,,3092,261
6/8/11,,0,,,,,,,,,3093,262
6/9/11,,0,,,,,,,,,3094,263
6/10/11,,0,,,,,,,,,3095,264
6/11/11,,0,,,,,,,,,3096,265
6/12/11,,0,,,,,,,,,3097,266
6/13/11,,0,,,,,,,,,3099,267
6/14/11,,0,,,,,,,,,4000,268
6/15/11,,0,,,,,,,,,4001,269
6/16/11,,0,,,,,,,,,4002,270
6/17/11,,0,,,,,,,,,4003,271
6/18/11,,0,,,,,,,,,4004,272
6/19/11,,0,,,,,,,,,4005,273
6/20/11,,0,,,,,,,,,4006,274
6/21/11,,0,,,,,,,,,4007,275
6/22/11,,0,,,,,,,,,4008,276
6/23/11,,0,,,,,,,,,4009,277
6/24/11,,0,,,,,,,,,4010,278
6/25/11,,0,,,,,,,,,4011,279
6/26/11,,0,,,,,,,,,4012,280
6/27/11,,0,,,,,,,,,4013,281
6/28/11,,0,,,,,,,,,4014,282
6/29/11,,0,,,,,,,,,4015,283
6/30/11,,0,,,,,,,,,4016,284
7/1/11,,0,,,,,,,,,4017,285
7/2/11,,0,,,,,,,,,4018,286
7/3/11,,0,,,,,,,,,4019,287
7/4/11,,0,,,,,,,,,4020,288
7/5/11,,0,,,,,,,,,4021,289
7/6/11,,0,,,,,,,,,4022,290
7/7/11,,0,,,,,,,,,4023,291
7/8/11,,0,,,,,,,,,4025,292
7/9/11,,0,,,,,,,,,4026,293
7/10/11,,0,,,,,,,,,4027,294
7/11/11,,0,,,,,,,,,4028,295
7/12/11,,0,,,,,,,,,4033,296
7/13/11,,0,,,,,,,,,4034,297
7/14/11,,0,,,,,,,,,4035,298
7/15/11,,0,,,,,,,,,4036,299
7/16/11,,0,,,,,,,,,4037,300
7/17/11,,0,,,,,,,,,4038,301
7/18/11,,0,,,,,,,,,4039,302
7/19/11,,0,,,,,,,,,4040,303
7/20/11,,0,,,,,,,,,4041,304
7/21/11,,0,,,,,,,,,4042,305
7/22/11,,0,,,,,,,,,4043,306
7/23/11,,0,,,,,,,,,4044,307
7/24/11,,0,,,,,,,,,4045,308
7/25/11,,0,,,,,,,,,4046,309
7/26/11,,0,,,,,,,,,4047,310
7/27/11,,0,,,,,,,,,4048,311
7/28/11,,0,,,,,,,,,4049,312
7/29/11,,0,,,,,,,,,4050,313
7/30/11,,0,,,,,,,,,4052,314
7/31/11,,0,,,,,,,,,4054,315
8/1/11,,0,,,,,,,,,4055,316
8/2/11,,0,,,,,,,,,4056,317
8/3/11,,0,,,,,,,,,4057,318
8/4/11,,0,,,,,,,,,4058,319
8/5/11,,0,,,,,,,,,4059,320
8/6/11,,0,,,,,,,,,4060,321
8/7/11,,0,,,,,,,,,4061,322
8/8/11,,0,,,,,,,,,4062,323
8/9/11,,0,,,,,,,,,4063,324
8/10/11,,0,,,,,,,,,4064,325
8/11/11,,0,,,,,,,,,4065,326
8/12/11,,0,,,,,,,,,4066,327
8/13/11,,0,,,,,,,,,4068,328
8/14/11,,0,,,,,,,,,4069,329
8/15/11,,0,,,,,,,,,4071,330
8/16/11,,0,,,,,,,,,4072,331
8/17/11,,0,,,,,,,,,4073,332
8/18/11,,0,,,,,,,,,4074,333
8/19/11,,0,,,,,,,,,4075,334
8/20/11,,0,,,,,,,,,4079,335
8/21/11,,0,,,,,,,,,4080,336
8/22/11,,0,,,,,,,,,4081,337
8/23/11,,0,,,,,,,,,4082,338
8/24/11,,0,,,,,,,,,4083,339
8/25/11,,0,,,,,,,,,4084,340
8/26/11,,0,,,,,,,,,4085,341
8/27/11,,0,,,,,,,,,4086,342
8/28/11,,0,,,,,,,,,4087,343
8/29/11,,0,,,,,,,,,4088,344
8/30/11,,0,,,,,,,,,4092,345
8/31/11,,0,,,,,,,,,4094,346
9/1/11,,0,,,,,,,,,4095,347
9/2/11,,0,,,,,,,,,4096,348
9/3/11,,0,,,,,,,,,4097,349
9/4/11,,0,,,,,,,,,4098,350
9/5/11,,0,,,,,,,,,4099,351
9/6/11,,0,,,,,,,,,4100,352
9/7/11,,0,,,,,,,,,4101,353
9/8/11,,0,,,,,,,,,4102,354
9/9/11,,0,,,,,,,,,4103,355
9/10/11,,0,,,,,,,,,4104,356
9/11/11,,0,,,,,,,,,4105,357
9/12/11,,0,,,,,,,,,4106,358
9/13/11,,0,,,,,,,,,4107,359
9/14/11,,0,,,,,,,,,4108,360
9/15/11,,0,,,,,,,,,4109,361
9/16/11,,0,,,,,,,,,4110,362
9/17/11,,0,,,,,,,,,4111,363
9/18/11,,0,,,,,,,,,4112,364
9/19/11,,0,,,,,,,,,4113,365
9/20/11,,0,,,,,,,,,4114,366
9/21/11,,0,,,,,,,,,4115,367
9/22/11,,0,,,,,,,,,4116,368
9/23/11,,0,,,,,,,,,4117,369
9/24/11,,0,,,,,,,,,1709wf,370
9/25/11,,0,,,,,,,,,2423c,371
9/26/11,,0,,,,,,,,,260wf,372
9/27/11,,0,,,,,,,,,4055IL,373
9/28/11,,0,,,,,,,,,4056IL,374
9/29/11,,0,,,,,,,,,586wf,375
9/30/11,,0,,,,,,,,,6peat,376
10/1/11,,0,,,,,,,,,a1,377
10/2/11,,0,,,,,,,,,a10,378
10/3/11,,0,,,,,,,,,a11,379
10/4/11,,0,,,,,,,,,a12,380
10/5/11,,0,,,,,,,,,a13,381
10/6/11,,0,,,,,,,,,a14,382
10/7/11,,0,,,,,,,,,a15,383
10/8/11,,0,,,,,,,,,a2,384
10/9/11,,0,,,,,,,,,a3,385
10/10/11,,0,,,,,,,,,a4,386
10/11/11,,0,,,,,,,,,a5,387
10/12/11,,0,,,,,,,,,a6,388
10/13/11,,0,,,,,,,,,a7,389
10/14/11,,0,,,,,,,,,a8,390
10/15/11,,0,,,,,,,,,a9,391
10/16/11,,0,,,,,,,,,bw06,392
10/17/11,,0,,,,,,,,,bw100,393
10/18/11,,0,,,,,,,,,bw101,394
10/19/11,,0,,,,,,,,,bw102,395
10/20/11,,0,,,,,,,,,bw103,396
10/21/11,,0,,,,,,,,,bw103wf,397
10/22/11,,0,,,,,,,,,bw104,398
10/23/11,,0,,,,,,,,,bw105,399
10/24/11,,0,,,,,,,,,bw106,400
10/25/11,,0,,,,,,,,,bw107,401
10/26/11,,0,,,,,,,,,bw108,402
10/27/11,,0,,,,,,,,,bw109,403
10/28/11,,0,,,,,,,,,bw11,404
10/29/11,,0,,,,,,,,,bw110,405
10/30/11,,0,,,,,,,,,bw110wf,406
10/31/11,,0,,,,,,,,,bw111,407
11/1/11,,0,,,,,,,,,bw112,408
11/2/11,,0,,,,,,,,,bw112wf,409
11/3/11,,0,,,,,,,,,bw113,410
11/4/11,,1,,,,,,,,,bw114,411
11/5/11,,0,,,,,,,,,bw115,412
11/6/11,,1,,,,,,,,,bw116,413
11/7/11,,0,,,,,,,,,bw117,414
11/8/11,,0,,,,,,,,,bw118,415
11/9/11,,0,,,,,,,,,bw119,416
11/10/11,,0,,,,,,,,,bw12,417
11/11/11,,3,,,,,,,,,bw120,418
11/12/11,,0,,,,,,,,,bw120wf,419
11/13/11,,0,,,,,,,,,bw121,420
11/14/11,,0,,,,,,,,,bw121wf,421
11/15/11,,0,,,,,,,,,bw122,422
11/16/11,,7,,,,,,,,,bw123,423
11/17/11,,1,,,,,,,,,bw124,424
11/18/11,,2,,,,,,,,,bw125,425
11/19/11,,1,,,,,,,,,bw126,426
11/20/11,,3,,,,,,,,,bw127,427
11/21/11,,7,,,,,,,,,bw128,428
11/22/11,,7,,,,,,,,,bw129,429
11/23/11,,0,,,,,,,,,bw12wf,430
11/24/11,,0,,,,,,,,,bw130,431
11/25/11,,4,,,,,,,,,bw131,432
11/26/11,,2,,,,,,,,,bw132,433
11/27/11,,9,,,,,,,,,bw16,434
11/28/11,,5,,,,,,,,,bw16wf,435
11/29/11,,6,,,,,,,,,bw17,436
11/30/11,,6,,,,,,,,,bw17wf,437
12/1/11,,9,,,,,,,,,bw18,438
12/2/11,,4,,,,,,,,,bw19,439
12/3/11,,4,,,,,,,,,bw19wf,440
12/4/11,,12,,,,,,,,,bw20,441
12/5/11,,8,,,,,,,,,bw21,442
12/6/11,,4,,,,,,,,,bw21wf,443
12/7/11,,7,,,,,,,,,bw22,444
12/8/11,,6,,,,,,,,,bw23,445
12/9/11,,1,,,,,,,,,bw25,446
12/10/11,,1,,,,,,,,,bw26,447
12/11/11,,16,,,,,,,,,bw27,448
12/12/11,,19,,,,,,,,,bw27wf,449
12/13/11,,13,,,,,,,,,bw28,450
12/14/11,,15,,,,,,,,,bw29,451
12/15/11,,21,,,,,,,,,bw30,452
12/16/11,,10,,,,,,,,,bw30wf,453
12/17/11,,9,,,,,,,,,bw31,454
12/18/11,,10,,,,,,,,,bw32,455
12/19/11,,16,,,,,,,,,bw32wf,456
12/20/11,,10,,,,,,,,,bw33,457
12/21/11,,4,,,,,,,,,bw33wf,458
12/22/11,,7,,,,,,,,,bw35,459
12/23/11,,2,,,,,,,,,bw35wf,460
12/24/11,,2,,,,,,,,,bw37,461
12/25/11,,1,,,,,,,,,bw40,462
12/26/11,,9,,,,,,,,,bw42,463
12/27/11,,5,,,,,,,,,bw43,464
12/28/11,,5,,,,,,,,,bw44,465
12/29/11,,0,,,,,,,,,bw44wf,466
12/30/11,,2,,,,,,,,,bw46,467
12/31/11,,2,,,,,,,,,bw51,468
1/1/12,,1,,,,,,,,,bw51wf,469
1/2/12,,1,,,,,,,,,bw52,470
1/3/12,,2,,,,,,,,,bw53,471
1/4/12,,2,,,,,,,,,bw53wf,472
1/5/12,,0,,,,,,,,,bw54,473
1/6/12,,3,,,,,,,,,bw55,474
1/7/12,,2,,,,,,,,,bw64,475
1/8/12,,3,,,,,,,,,bw67,476
1/9/12,,8,,,,,,,,,bw68,477
1/10/12,,6,,,,,,,,,bw68wf,478
1/11/12,,2,,,,,,,,,bw71,479
1/12/12,,2,,,,,,,,,bw72,480
1/13/12,,1,,,,,,,,,bw76,481
1/14/12,,0,,,,,,,,,bw77,482
1/15/12,,0,,,,,,,,,bw78,483
1/16/12,,2,,,,,,,,,bw81,484
1/17/12,,1,,,,,,,,,bw84,485
1/18/12,,0,,,,,,,,,bw85,486
1/19/12,,7,,,,,,,,,bw86,487
1/20/12,,4,,,,,,,,,bw86wf,488
1/21/12,,0,,,,,,,,,bw88,489
1/22/12,,1,,,,,,,,,bw91,490
1/23/12,,2,,,,,,,,,bw92,491
1/24/12,,4,,,,,,,,,bw93,492
1/25/12,,1,,,,,,,,,bw94,493
1/26/12,,1,,,,,,,,,bw95,494
1/27/12,,1,,,,,,,,,bw96,495
1/28/12,,0,,,,,,,,,bw98,496
1/29/12,,1,,,,,,,,,bw99,497
1/30/12,,3,,,,,,,,,dmh1,498
1/31/12,,1,,,,,,,,,dmh10,499
2/1/12,,1,,,,,,,,,dmh101,500
2/2/12,,2,,,,,,,,,dmh102,501
2/3/12,,0,,,,,,,,,dmh103,502
2/4/12,,0,,,,,,,,,dmh104,503
2/5/12,,0,,,,,,,,,dmh107,504
2/6/12,,1,,,,,,,,,dmh108,505
2/7/12,,6,,,,,,,,,dmh109,506
2/8/12,,2,,,,,,,,,dmh11,507
2/9/12,,3,,,,,,,,,dmh110,508
2/10/12,,4,,,,,,,,,dmh111,509
2/11/12,,0,,,,,,,,,dmh112,510
2/12/12,,5,,,,,,,,,dmh113,511
2/13/12,,0,,,,,,,,,dmh114,512
2/14/12,,6,,,,,,,,,dmh115,513
2/15/12,,5,,,,,,,,,dmh116,514
2/16/12,,5,,,,,,,,,dmh117,515
2/17/12,,1,,,,,,,,,dmh118,516
2/18/12,,0,,,,,,,,,dmh119,517
2/19/12,,1,,,,,,,,,dmh12,518
2/20/12,,1,,,,,,,,,dmh120,519
2/21/12,,3,,,,,,,,,dmh121,520
2/22/12,,1,,,,,,,,,dmh122,521
2/23/12,,0,,,,,,,,,dmh123,522
2/24/12,,2,,,,,,,,,dmh124,523
2/25/12,,0,,,,,,,,,dmh125,524
2/26/12,,1,,,,,,,,,dmh126,525
2/27/12,,0,,,,,,,,,dmh127,526
2/28/12,,0,,,,,,,,,dmh128,527
2/29/12,,1,,,,,,,,,dmh129,528
3/1/12,,14,,,,,,,,,dmh13,529
3/2/12,,2,,,,,,,,,dmh130,530
3/3/12,,8,,,,,,,,,dmh131,531
3/4/12,,0,,,,,,,,,dmh132,532
3/5/12,,1,,,,,,,,,dmh133,533
3/6/12,,4,,,,,,,,,dmh134,534
3/7/12,,1,,,,,,,,,dmh135,535
